ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,nb,na,cc_flags,ph_qual,qual_frame,mjd,allwise_cntr,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
324.6018721,25.3786126,0.0687,0.0612,-0.0295,12.394,0.026,41.6,1.232E+00,12.469,0.058,18.7,6.397E-01,1,0,0000,AA,10,57902.27169561,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.175113,167.012462
324.6018133,25.3786354,0.0550,0.0565,-0.0241,12.398,0.023,46.3,1.541E+00,12.479,0.055,19.8,1.014E+00,1,0,0000,AA,10,56808.69065868,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.175840,239.756454
324.6018066,25.3786508,0.0627,0.0567,-0.0157,12.428,0.023,48.2,1.088E+00,12.418,0.044,24.7,4.088E-01,1,0,0000,AA,10,56987.57441153,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.176805,259.204065
324.6018062,25.3786524,0.0633,0.0594,-0.0053,12.398,0.028,38.8,1.103E+00,12.463,0.049,22.1,5.789E-01,1,0,0000,AA,10,56809.41444647,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.177125,261.113605
324.6018165,25.3786299,0.0608,0.0740,-0.0238,12.404,0.029,38.0,6.490E-01,12.385,0.043,25.0,2.815E+01,1,0,0000,AA,10,57349.23790066,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.178215,232.552820
324.6018147,25.3786321,0.0574,0.0595,-0.0203,12.394,0.025,43.7,8.910E-01,12.461,0.056,19.4,4.925E-01,1,0,0000,AA,10,58796.60946591,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.178321,235.718559
324.6018157,25.3786276,0.0672,0.0614,0.0099,12.468,0.026,41.7,7.417E-01,12.399,0.059,18.5,9.182E-01,1,0,0000,AA,10,58796.28233492,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.185386,231.009928
324.6018028,25.3786598,0.0760,0.0599,-0.0197,12.458,0.026,41.1,9.494E-01,12.524,0.061,17.7,6.228E-01,1,0,0000,AA,5,58266.48330296,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.186047,269.778280
324.6018028,25.3786574,0.0715,0.0612,-0.0183,12.384,0.027,39.9,1.527E+00,12.635,0.074,14.7,5.836E-01,1,0,0000,AA,10,57538.09831758,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.186275,267.119908
324.6018039,25.3786471,0.0646,0.0630,-0.0236,12.406,0.028,38.7,2.057E+00,12.489,0.046,23.8,9.183E-01,1,0,0000,AA,5,58429.27135135,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.188293,255.720943
324.6018111,25.3786318,0.0743,0.0565,-0.0185,12.428,0.026,41.9,1.630E+00,12.432,0.052,20.9,6.558E-01,1,0,0000,AA,10,57901.74795425,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.188694,237.450542
324.6018050,25.3786771,0.0630,0.0591,-0.0147,12.404,0.026,42.5,1.228E+00,12.494,0.052,21.0,9.087E-01,1,0,0000,AA,10,57708.01469709,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.189194,288.989287
324.6018282,25.3786151,0.0628,0.0599,-0.0197,12.488,0.026,41.7,1.446E+00,12.491,0.044,24.6,8.640E-01,1,0,0000,AA,10,58795.88987964,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.191896,212.614855
324.6018033,25.3786761,0.0650,0.0578,-0.0222,12.446,0.026,42.3,1.692E+00,12.510,0.051,21.4,1.422E+00,1,0,0000,AA,5,58796.34778661,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.193318,287.446916
324.6018049,25.3786397,0.0657,0.0576,-0.0190,12.457,0.024,45.4,1.610E+00,12.443,0.051,21.4,6.489E-01,1,0,0000,AA,5,58796.67479029,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.193538,247.815695
324.6018067,25.3786354,0.0635,0.0560,-0.0223,12.385,0.024,45.1,5.913E-01,12.410,0.043,25.4,7.678E-01,1,0,0000,AA,10,57707.88366605,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.194682,242.940398
324.6017996,25.3786574,0.0630,0.0648,-0.0111,12.387,0.028,39.1,5.226E-01,12.565,0.057,19.2,8.028E-01,1,0,0000,AA,10,58266.02526848,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.196685,267.272260
324.6018149,25.3786223,0.0705,0.0694,-0.0159,12.408,0.028,38.1,1.639E+00,12.752,0.075,14.4,3.559E+00,1,0,0000,AA,10,58633.68126009,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.199854,227.224788
324.6018027,25.3786394,0.0673,0.0573,-0.0194,12.408,0.026,42.4,1.737E+00,12.428,0.052,21.0,6.247E-01,1,0,0000,AA,10,58429.40225468,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.200585,248.301820
324.6018247,25.3786133,0.0672,0.0626,-0.0228,12.414,0.025,42.6,9.250E-01,12.479,0.071,15.3,9.886E-01,1,0,0000,AA,10,58796.54401427,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.203577,214.330807
324.6018934,25.3786119,0.0676,0.0636,-0.0252,12.456,0.026,41.3,6.576E-01,12.388,0.074,14.7,1.017E+00,1,0,0000,AA,10,56990.79543375,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.204411,147.896860
324.6018079,25.3786281,0.0844,0.0681,0.0222,12.460,0.035,31.3,1.294E+00,12.437,0.052,21.0,9.013E-01,1,0,0000,AA,10,57902.14079234,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.204711,235.875151
324.6018178,25.3786175,0.0600,0.0558,-0.0162,12.410,0.024,45.8,1.119E+00,12.426,0.059,18.4,7.047E-01,1,0,0000,AA,10,58068.86859362,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.205540,221.895846
324.6018352,25.3786074,0.0673,0.0637,-0.0314,12.418,0.026,41.8,2.292E+00,12.454,0.046,23.8,6.725E-01,1,0,0000,AA,10,58796.02065561,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.205815,203.073162
324.6018148,25.3786193,0.0595,0.0656,-0.0249,12.403,0.028,39.4,7.300E-01,12.409,0.048,22.4,6.778E-01,1,0,0000,AA,10,57902.00988892,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.207552,225.096967
324.6017958,25.3786667,0.0654,0.0531,-0.0190,12.381,0.023,47.0,5.735E-01,12.429,0.044,24.9,7.657E-01,1,0,0000,AA,10,58068.93404537,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.210198,276.588965
324.6018556,25.3786016,0.0592,0.0580,-0.0165,12.452,0.023,47.0,1.379E+00,12.749,0.083,13.0,9.689E-01,1,0,0000,AA,10,56809.15123961,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.210737,183.894206
324.6017957,25.3786518,0.0618,0.0637,-0.0277,12.426,0.026,41.6,1.730E+00,12.501,0.046,23.7,5.244E-01,1,0,0000,AA,10,58068.41030426,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.211207,261.965859
324.6018031,25.3786307,0.0812,0.0654,-0.0227,12.425,0.030,36.6,1.051E+00,12.562,0.056,19.3,5.391E-01,1,0,0000,AA,10,58266.28694784,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.213011,240.319443
324.6018086,25.3786232,0.0659,0.0612,-0.0171,12.485,0.026,42.4,1.763E+00,12.487,0.049,22.3,8.467E-01,1,0,0000,AA,10,57534.95332670,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.213299,231.605780
324.6018082,25.3786231,0.0631,0.0669,-0.0211,12.504,0.026,41.6,1.498E+00,12.568,0.057,18.9,7.262E-01,1,0,0000,AA,5,58796.41311094,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.214557,231.746214
324.6017940,25.3786661,0.0704,0.0844,0.0265,12.394,0.033,32.6,9.683E-01,12.423,0.049,22.2,1.045E+00,1,0,0000,AA,10,56986.71984522,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.215787,275.840846
324.6017951,25.3786473,0.0714,0.0700,-0.0267,12.441,0.034,31.8,9.528E-01,12.396,0.055,19.7,1.015E+00,1,0,0000,AA,10,58796.41323830,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.215984,257.779228
324.6017984,25.3786360,0.0806,0.0695,-0.0154,12.443,0.033,32.9,1.242E+00,12.574,0.077,14.1,5.269E-01,1,0,0000,AA,5,58633.09245015,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.218203,246.673061
324.6017921,25.3786569,0.0678,0.0680,0.0119,12.387,0.028,39.4,1.001E+00,12.550,0.068,15.9,5.678E-01,1,0,0000,AA,10,58633.81203601,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.221127,267.107207
324.6017920,25.3786635,0.0681,0.0610,-0.0198,12.416,0.028,39.3,1.561E+00,12.362,0.049,22.4,9.479E-01,1,0,0000,AA,10,58266.61420630,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.221533,273.260535
324.6018210,25.3786086,0.0601,0.0631,-0.0293,12.392,0.026,42.1,1.045E+00,12.449,0.046,23.6,4.122E-01,1,0,0000,AA,10,58429.72938575,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.224351,214.431868
324.6017909,25.3786633,0.0720,0.0723,-0.0058,12.426,0.029,36.8,1.189E+00,12.520,0.066,16.5,8.913E-01,1,0,0000,AA,5,57348.77897338,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.225065,273.025735
324.6018213,25.3786078,0.0647,0.0796,-0.0152,12.450,0.030,36.5,1.802E+00,12.489,0.056,19.5,7.291E-01,1,0,0000,AA,10,58266.09072017,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.226175,213.815475
324.6018019,25.3786248,0.0622,0.0613,-0.0196,12.412,0.025,43.3,9.967E-01,12.445,0.044,24.9,6.045E-01,1,0,0000,AA,10,58429.86028918,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.227528,236.155600
324.6017962,25.3786335,0.0615,0.0577,-0.0204,12.428,0.024,45.1,1.257E+00,12.402,0.044,24.5,9.385E-01,1,0,0000,AA,10,58069.26130387,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.228399,245.310525
324.6017903,25.3786519,0.0708,0.0640,-0.0108,12.447,0.025,43.8,9.732E-01,12.568,0.087,12.5,9.582E-01,1,0,0000,AA,10,58633.55035682,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.228564,262.670571
324.6018274,25.3786028,0.0548,0.0555,-0.0110,12.400,0.025,44.1,9.022E-01,12.454,0.045,24.0,1.145E+00,1,0,0000,AA,10,57349.04129034,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.231623,207.245263
324.6018072,25.3786167,0.0631,0.0590,-0.0191,12.446,0.026,42.5,7.258E-01,12.411,0.049,22.1,8.517E-01,1,0,0000,AA,10,58068.27940086,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.231928,227.770917
324.6017902,25.3786438,0.0619,0.0598,-0.0226,12.415,0.027,40.9,8.838E-01,12.384,0.046,23.5,1.367E+00,1,0,0000,AA,10,57902.53362963,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.234400,255.593257
324.6017920,25.3786314,0.0694,0.0648,-0.0225,12.397,0.027,39.7,8.562E-01,12.414,0.046,23.6,4.585E-01,1,0,0000,AA,10,57901.94430994,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.243958,245.037449
324.6017922,25.3786290,0.0553,0.0563,-0.0195,12.434,0.024,45.4,1.526E+00,12.537,0.057,18.9,1.347E+00,1,0,0000,AA,10,57171.02750520,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.247151,243.157645
324.6018066,25.3786081,0.0556,0.0573,-0.0099,12.407,0.026,42.1,1.963E+00,12.415,0.042,25.9,1.193E+00,1,0,0000,AA,10,57708.60427297,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.255108,222.910783
324.6018315,25.3785922,0.0876,0.0807,0.0380,12.375,0.034,31.8,1.194E+00,12.514,0.063,17.3,6.870E-01,1,0,0000,AA,10,58633.22322605,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.261092,200.796173
324.6017823,25.3786388,0.0664,0.0626,-0.0228,12.441,0.026,41.8,1.086E+00,12.510,0.063,17.2,5.708E-01,1,0,0000,AA,10,58632.96167367,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.264006,253.196354
324.6018082,25.3786024,0.0719,0.0610,-0.0144,12.407,0.026,41.6,3.485E-01,12.381,0.062,17.5,7.887E-01,1,0,0000,AA,10,58632.69999444,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.267172,219.094500
324.6017850,25.3786278,0.0626,0.0634,-0.0213,12.400,0.026,41.8,3.715E-01,12.493,0.050,21.6,5.966E-01,1,0,0000,AA,10,58068.54120771,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.270091,244.583339
324.6017857,25.3786228,0.0650,0.0551,-0.0153,12.416,0.023,46.8,1.023E+00,12.514,0.049,22.2,6.435E-01,1,0,0000,AA,10,58797.00192130,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.276298,241.006933
324.6018035,25.3785971,0.0838,0.0847,-0.0175,12.476,0.036,30.5,1.414E+00,12.462,0.046,23.4,6.553E-01,1,0,0000,AA,10,58265.50178221,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.291634,219.061610
324.6017886,25.3786108,0.0783,0.0638,-0.0233,12.438,0.027,39.6,1.299E+00,12.474,0.054,20.0,7.352E-01,1,0,0000,AA,10,58633.48490519,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.292071,232.668057
324.6017871,25.3786077,0.0695,0.0697,-0.0229,12.444,0.026,41.8,7.831E-01,12.481,0.054,20.1,4.267E-01,1,0,0000,AA,10,58796.74024194,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.302775,231.548653
324.6017438,25.3786230,0.0897,0.0719,-0.0201,12.564,0.032,34.4,2.574E+00,12.496,0.056,19.4,1.097E+00,1,0,0000,AA,10,57170.96179885,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.400735,250.586166
324.6017367,25.3786446,0.0698,0.0661,-0.0298,12.478,0.028,39.3,9.167E+00,12.589,0.054,20.0,1.915E+00,1,0,0000,AA,0,57534.49465843,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.404862,262.129375
324.6017143,25.3785618,0.0817,0.0793,-0.0067,12.709,0.033,32.9,1.454E+01,12.727,0.065,16.7,2.304E+00,1,0,0000,AA,0,57535.34654654,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.591232,233.277903
324.6020198,25.3784006,0.2015,0.1717,-0.0296,14.179,0.064,17.0,9.169E+00,14.230,0.198,5.5,1.273E+00,1,0,0000,AB,0,57535.47757722,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,1.068742,150.900224
